Ano Fase;Fase Estat;Região Inst Benef Macro;UF Instituição Benef Macro;Instituição Beneficiária Macro;Chamada Divulgação;Modalidade Bolsa;Grande Área;Área;Qtd Bolsas
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Agrárias;Engenharia Agrícola;2
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Agrárias;Medicina Veterinária;3
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;4
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Agrárias;Zootecnia;6
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Bioquímica;1
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Biotecnologia;1
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Desenvolvimento e Inovação Tecnológica em Biologia;2
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Genética;2
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Humanas;Sociologia;1
2015;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1
2015;Atendimento;Centro-Oeste;DF;Escola Superior de Ciencias da Saude;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Engenharias;Engenharia de Energia;17
2015;Atendimento;Centro-Oeste;DF;Escola Superior de Ciencias da Saude;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica nas Ações Afirmativas - PIBIC - AF;Iniciação Científica;Ciências Humanas;Antropologia;2
2015;Atendimento;Centro-Oeste;DF;Instituto Brasileiro de Informacoes em Ciencia e Tecnologia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Ciência da Informação;3
2015;Atendimento;Centro-Oeste;DF;Instituto Brasilia de Tecnologia e Inovacao;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação em Desenvolvimento Tecnológico e Inovação - PIBITI;Iniciação Tecnológica;Ciências Exatas e da Terra;Ciências Ambientais;3
2015;Atendimento;Centro-Oeste;DF;Instituto Chico Mendes de Conservacao da Biodiversidade;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Ciências Biológicas;Farmacologia;16
2015;Atendimento;Centro-Oeste;DF;Instituto Chico Mendes de Conservacao da Biodiversidade;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Zoologia;1
2015;Atendimento;Centro-Oeste;DF;Instituto de Educacao Superior de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Lingüística, Letras e Artes;Letras;3
2015;Atendimento;Centro-Oeste;DF;Instituto de Educacao Superior de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação em Desenvolvimento Tecnológico e Inovação - PIBITI;Iniciação Tecnológica;Ciências Exatas e da Terra;Ciência da Computação;1
2015;Atendimento;Centro-Oeste;DF;Instituto de Educacao Superior de Brasilia;PIBITI - FUNTTEL 2014/2015;Iniciação Tecnológica;Engenharias;Engenharia de Energia;7
2015;Atendimento;Centro-Oeste;DF;Instituto Federal de Brasilia;Chamada  2014/2016 do Programa Institucional de Bolsas de Iniciação Científica para o Ensino Médio - PIBIC-EM;Iniciação Científica Júnior;Outra;Divulgação Científica;30
2015;Atendimento;Centro-Oeste;DF;Instituto Federal de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Ciências Agrárias;Agronomia;6
2015;Atendimento;Centro-Oeste;DF;Instituto Federal de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica nas Ações Afirmativas - PIBIC - AF;Iniciação Científica;Ciências Exatas e da Terra;Geociências;3
2015;Atendimento;Centro-Oeste;DF;Instituto Federal de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação em Desenvolvimento Tecnológico e Inovação - PIBITI;Iniciação Tecnológica;Ciências Sociais Aplicadas;Turismo;8
2015;Atendimento;Centro-Oeste;DF;Instituto Federal de Brasilia;PIBITI - FUNTTEL 2014/2015;Iniciação Tecnológica;Ciências Exatas e da Terra;Ciência da Computação;4
2015;Atendimento;Centro-Oeste;DF;Serviço Florestal Brasileiro;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Ciências Agrárias;Zootecnia;5
2015;Atendimento;Centro-Oeste;DF;UDF Centro Universitario;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Ciências Biológicas;Genética;3
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Chamada  2014/2016 do Programa Institucional de Bolsas de Iniciação Científica para o Ensino Médio - PIBIC-EM;Iniciação Científica Júnior;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;15
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Lingüística, Letras e Artes;Letras;43
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação em Desenvolvimento Tecnológico e Inovação - PIBITI;Iniciação Tecnológica;Lingüística, Letras e Artes;Letras;10
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Genética;2
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Economia;1
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Biológicas;Genética;7
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Sociais Aplicadas;Economia;1
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Desenvolvimento e Inovação Tecnológica em Biologia;1
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências da Saúde;Educação Física;1
2015;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Economia;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsa de Iniciação Científica e Mestrado em Matemática / PICME 2013/2014;Iniciação Científica;Não informado;Não informado;12
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsa de Iniciação Científica e Mestrado em Matemática / PICME 2014/2015;Iniciação Científica;Não informado;Não informado;4
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada  2014/2016 do Programa Institucional de Bolsas de Iniciação Científica para o Ensino Médio - PIBIC-EM;Iniciação Científica Júnior;Ciências da Saúde;Educação Física;180
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Ciências Sociais Aplicadas;Administração;419
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Não informado;Não informado;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação Científica nas Ações Afirmativas - PIBIC - AF;Iniciação Científica;Ciências da Saúde;Medicina;33
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada 2014/2016 do Programa Institucional de Bolsas de Iniciação em Desenvolvimento Tecnológico e Inovação - PIBITI;Iniciação Tecnológica;Ciências Exatas e da Terra;Química;27
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada CNPq Nº 05/2015 - Processo de Inscrição 2015 do Programa de Estudantes - Convênio de Pós-Graduação - PEC - PG;Mestrado;Ciências Biológicas;Microbiologia;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada CNPq Nº 05/2015 - Processo de Inscrição 2015 do Programa de Estudantes - Convênio de Pós-Graduação - PEC - PG;Mestrado;Ciências Humanas;Educação;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Agrárias;Agronomia;10
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Bioquímica;22
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Ecologia;16
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Imunologia;16
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Zoologia;12
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências da Saúde;Medicina;3
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Exatas e da Terra;Física;13
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Exatas e da Terra;Geociências;11
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Exatas e da Terra;Matemática;18
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Exatas e da Terra;Química;10
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;Antropologia;28
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;Ciência Política;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;História;12
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;Psicologia;12
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;Sociologia;25
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Ciência da Informação;3
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Comunicação;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Economia;5
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Serviço Social;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Engenharias;Engenharia Civil;36
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Engenharias;Engenharia Mecânica;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Engenharias;Engenharia Sanitária;3
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Lingüística, Letras e Artes;Letras;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Lingüística, Letras e Artes;Lingüística;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Outra;Multidisciplinar;10
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Agrárias;Agronomia;13
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Biológicas;Bioquímica;16
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Biológicas;Botânica;4
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Biológicas;Ecologia;15
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Biológicas;Imunologia;10
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Biológicas;Zoologia;3
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências da Saúde;Nutrição;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Exatas e da Terra;Ciência da Computação;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Exatas e da Terra;Física;8
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Exatas e da Terra;Geociências;8
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Exatas e da Terra;Matemática;23
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Exatas e da Terra;Química;7
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Humanas;Antropologia;20
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Humanas;Ciência Política;8
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Humanas;Geografia;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Humanas;História;7
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Humanas;Psicologia;22
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Humanas;Sociologia;8
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;5
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Sociais Aplicadas;Ciência da Informação;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Sociais Aplicadas;Comunicação;4
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Sociais Aplicadas;Economia;9
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Sociais Aplicadas;Serviço Social;3
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Engenharias;Engenharia Civil;33
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Engenharias;Engenharia de Transportes;8
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Engenharias;Engenharia Mecânica;10
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Engenharias;Engenharia Sanitária;13
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Lingüística, Letras e Artes;Artes;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Lingüística, Letras e Artes;Letras;3
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Lingüística, Letras e Artes;Lingüística;10
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Outra;Multidisciplinar;11
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;PIBITI - FUNTTEL 2014/2015;Iniciação Tecnológica;Ciências da Saúde;Medicina;17
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2015;Produtividade Desen. Tec. e Extensão Inovadora;Ciências Biológicas;Biotecnologia;4
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2015;Produtividade Desen. Tec. e Extensão Inovadora;Ciências da Saúde;Tecnologias Médicas e da Saúde;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2015;Produtividade Desen. Tec. e Extensão Inovadora;Ciências Sociais Aplicadas;Tecnologias Educacionais e Sociais;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2015;Produtividade Desen. Tec. e Extensão Inovadora;Engenharias;Desenvolvimento Tecnológico e Industrial;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Agrárias;Agronomia;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Agrárias;Zootecnia;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Biofísica;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Bioquímica;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Botânica;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Desenvolvimento e Inovação Tecnológica em Biologia;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Farmacologia;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Genética;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Biológicas;Microbiologia;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências da Saúde;Enfermagem;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências da Saúde;Farmácia;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências da Saúde;Medicina;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Exatas e da Terra;Ciência da Computação;5
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Exatas e da Terra;Ciências Ambientais;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Exatas e da Terra;Física;9
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Exatas e da Terra;Geociências;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Exatas e da Terra;Matemática;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Exatas e da Terra;Química;5
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Humanas;Antropologia;6
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Humanas;Ciência Política;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Humanas;Filosofia;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Humanas;História;3
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Humanas;Psicologia;10
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Humanas;Sociologia;5
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Administração;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Ciência da Informação;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Direito;2
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Economia;5
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;3
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Serviço Social;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Engenharias;Engenharia Aeroespacial;1
2015;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Produtividade em Pesquisa - PQ 2015;Produtividade em Pesquisa;Engenharias;Engenharia de Materiais e Metalúrgica;1
